ORF	         NaCl 0m	        NaCl 15m	        NaCl 30m	        NaCl 45m	        NaCl 60m	       NaCl 120m
YNL086W	          329.00	          213.20	          214.00	          318.90	            NULL	          432.70
YNL087W	          909.00	          683.20	          729.40	          307.00	          709.60	          281.00
YNL088W	          376.00	            NULL	          437.90	          412.40	          564.00	          640.70
YNL089C	            NULL	            NULL	            NULL	          101.70	            NULL	            NULL
YNL090W	          724.00	          538.60	         1105.30	          934.90	          946.20	          589.30
YNL091W	         1156.00	          430.20	         1119.10	         1453.10	         1389.10	          958.80
YNL092W	            NULL	            NULL	            NULL	          110.40	            NULL	            NULL
YNL093W	            5.00	            NULL	            NULL	            NULL	            NULL	            NULL
YNL094W	          212.00	          136.70	          428.70	          472.10	          485.10	          258.90
YNL095C	          531.00	          204.00	            NULL	            NULL	            NULL	          251.60
YNL096C	         9442.00	         4504.30	         2367.10	         2486.20	         6625.10	         3677.30
YNL097C	          800.00	          516.70	         1167.40	         1671.40	          896.20	          533.00
YNL098C	         3348.00	         2862.50	         6463.30	         6760.90	         6009.30	         2666.70
YNL099C	         1430.00	          864.70	         1265.60	         1511.70	         1674.30	         1174.10
YNL100W	          410.00	          335.90	         1050.10	         1889.80	         1263.20	          738.50
YNL101W	          207.00	          148.00	          343.60	          702.40	          544.30	          393.50
YNL102W	          606.00	          352.20	           91.20	            NULL	            NULL	          496.30
YNL103W	          446.00	          149.40	          277.60	          942.50	          541.20	          672.50
YNL104C	         4149.00	         1511.30	         1578.60	         3411.70	         3960.10	         2170.00
YNL105W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL106C	          269.00	            NULL	          184.00	          253.80	            NULL	            NULL
YNL107W	          464.00	          184.90	          884.40	         1029.40	          858.20	          591.70
YNL108C	         1014.00	          481.20	         1122.90	         1021.80	          946.20	          635.80
YNL109W	            NULL	           53.70	           79.00	            NULL	          178.70	            NULL
YNL110C	         2649.00	          764.80	          267.70	          225.50	         1254.10	         1027.30
YNL111C	          385.00	          133.80	          144.20	            NULL	          162.00	            NULL
YNL112W	         6100.00	         1711.20	          636.60	          194.00	          682.30	          557.50
YNL113W	         4658.00	         2448.50	         1083.10	          887.10	         2974.20	         2723.00
YNL114C	          287.00	          284.10	          161.00	          230.90	          166.60	            NULL
YNL115C	          202.00	          199.80	          890.50	          849.10	         1736.50	          765.50
YNL116W	          303.00	          114.00	          189.40	          225.50	            NULL	            NULL
YNL117W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL118C	            NULL	           82.10	          332.10	          129.90	            NULL	            NULL
YNL119W	          307.00	           62.20	          121.90	           97.30	            NULL	            NULL
YNL120C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL121C	          502.00	          232.40	          520.80	          424.30	          589.80	          351.90
YNL122C	            NULL	           33.90	           74.40	           86.50	          312.20	            NULL
YNL123W	         1835.00	          766.90	          684.20	          971.80	         1428.50	          486.50
YNL124W	         1581.00	          303.30	          256.10	          338.50	            NULL	          454.70
YNL125C	          482.00	          187.70	          959.60	         1106.50	          827.90	          618.60
YNL126W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL127W	          137.00	           99.80	          246.90	          249.40	          222.70	            NULL
YNL128W	            NULL	            NULL	          148.00	            NULL	            NULL	            NULL
YNL129W	          105.00	          161.50	          230.10	          116.90	          309.10	            NULL
YNL130C	         2759.00	         2882.30	         2968.50	         4950.00	         5520.90	         3537.80
YNL131W	         2318.00	         1458.10	         1825.60	         2680.60	         3262.40	         2387.80
YNL132W	          100.00	           14.00	            NULL	            NULL	            NULL	            NULL
YNL133C	            NULL	          148.70	          254.60	          406.90	          169.60	          359.30
YNL134C	         2117.00	         1978.40	         1956.00	         4523.00	         3561.20	         2446.50
YNL135C	         5653.00	         4770.20	         2387.10	         3903.80	         3389.80	         4648.70
YNL136W	          184.00	          160.10	          279.90	          410.20	            NULL	            NULL
YNL137C	          714.00	          240.20	          615.90	          672.00	          729.30	          381.30
YNL138W	         3396.00	         1115.00	         1814.10	         2016.90	         2925.60	         1665.90
YNL139C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL140C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL141W	         1393.00	          359.30	          110.40	            NULL	            NULL	            NULL
YNL142W	          267.00	           77.10	          128.80	            NULL	            NULL	            NULL
YNL143C	            NULL	           33.20	           24.50	            NULL	            NULL	            NULL
YNL144C	           61.00	            NULL	           27.60	            NULL	            NULL	            NULL
YNL145W	        13929.00	        10424.50	         6696.50	         5171.60	        12020.40	        20372.50
YNL146W	            NULL	            NULL	            NULL	           59.30	            NULL	            NULL
YNL147W	          196.00	          137.40	          374.30	          251.60	          503.30	            NULL
YNL148C	            NULL	           75.70	            NULL	            NULL	            NULL	            NULL
YNL149C	          593.00	          706.60	         1206.60	          449.30	          990.20	          447.40
YNL150W	          591.00	         1096.50	         1327.00	         1260.80	         1198.00	          608.90
YNL151C	          315.00	          111.10	           33.70	           59.30	            NULL	            NULL
YNL152W	          420.00	          164.30	          380.40	          238.50	            NULL	            NULL
YNL153C	         1789.00	         2524.30	         2644.10	         2480.70	         2190.00	         2091.70
YNL154C	          851.00	          467.70	          898.20	          864.30	         1028.10	          887.80
YNL155W	           77.00	            NULL	          431.80	          192.90	          518.50	            NULL
YNL156C	         1098.00	         1220.60	         3264.60	         3091.30	         2149.00	          944.10
YNL157W	         2510.00	         3664.20	         8249.90	         8118.80	         5866.70	         5348.50
YNL158W	          471.00	          529.40	         1205.80	         1114.10	          917.40	          623.50
YNL159C	          114.00	          172.80	          428.00	          372.20	          242.40	            NULL
YNL160W	         3946.00	         4075.40	        14647.30	        20634.40	        24913.30	        11123.20
YNL161W	          506.00	          620.90	         1113.70	         1123.90	         1099.40	          577.00
YNL162W	         7395.00	         8597.60	         8176.20	         6949.90	        12655.90	         9138.80
YNL163C	          376.00	          276.30	          161.00	          173.40	          401.70	            NULL
YNL164C	          370.00	          179.90	          191.70	          154.90	          382.00	          420.40
YNL165W	          605.00	          204.00	          459.40	          668.70	          642.80	          569.70
YNL166C	          110.00	          118.90	          170.20	          102.80	            NULL	          139.00
YNL167C	          439.00	          208.30	          476.30	          613.30	          334.90	            NULL
YNL168C	          552.00	          664.10	          437.20	          532.90	          586.70	          667.60
YNL169C	         1382.00	          820.10	          990.20	         2144.00	         1117.60	         1281.80
YNL170W	            NULL	            NULL	           68.20	            NULL	            NULL	            NULL
YNL171C	            NULL	            NULL	           51.30	           62.60	            NULL	            NULL
YNL172W	          278.00	            NULL	          382.70	          388.50	          251.50	            NULL
YNL173C	           73.00	           48.80	          254.60	            NULL	            NULL	            NULL
YNL174W	          381.00	          208.30	          105.80	           65.80	          115.00	          156.20
YNL175C	         1459.00	          561.30	          409.60	           48.40	          580.70	          349.50
YNL176C	          644.00	          219.60	          331.30	          278.70	          404.70	          227.10
YNL177C	          168.00	           81.40	          210.90	          288.50	          459.30	          185.50
YNL178W	        21682.00	        15751.30	        15308.50	        15057.20	        26499.80	        30165.00
YNL179C	            NULL	            NULL	            NULL	          209.20	            NULL	            NULL
YNL180C	          602.00	          187.00	          901.30	         1064.20	         1195.00	         1024.80
YNL181W	           96.00	           59.40	            NULL	           68.00	          112.00	            NULL
YNL182C	         1096.00	          406.80	            NULL	          115.80	            NULL	            NULL
YNL183C	          360.00	          216.10	          958.00	         1045.70	          859.70	          535.40
YNL184C	           92.00	            NULL	            NULL	            NULL	            NULL	           73.00
YNL185C	          313.00	           49.50	          217.00	          200.50	            NULL	            NULL
YNL186W	         4668.00	         1251.80	         1277.10	         1561.70	         2493.30	         2358.40
YNL187W	          155.00	           52.30	            NULL	            NULL	            NULL	            NULL
YNL188W	           90.00	            NULL	          163.30	           72.30	          195.40	            NULL
YNL189W	          508.00	          385.50	          585.20	          569.90	          403.20	          180.60
YNL190W	         6899.00	         4350.50	         5932.50	         5285.60	         8979.20	         8957.70
YNL191W	          218.00	            NULL	          262.30	          139.70	            NULL	            NULL
YNL192W	          363.00	          177.80	         1267.90	         1251.00	          849.10	          359.30
YNL193W	          452.00	          346.50	         2006.60	         2516.60	          949.20	          459.60
YNL194C	            NULL	            NULL	         3751.00	         4753.30	          920.40	          466.90
YNL195C	          131.00	            NULL	         5769.90	        10744.50	         4260.40	         1807.80
YNL196C	            NULL	            NULL	          303.70	          158.20	            NULL	            NULL
YNL197C	            NULL	            NULL	           99.70	            NULL	            NULL	            NULL
YNL198C	            NULL	            NULL	            NULL	           48.40	            NULL	            NULL
YNL199C	          290.00	          175.00	          240.80	          348.30	          242.40	            NULL
YNL200C	          385.00	          292.60	          863.70	         3631.20	         1791.10	         1169.20
YNL201C	          155.00	           75.70	           72.80	            NULL	            NULL	            NULL
YNL202W	            NULL	          123.90	          248.50	          395.00	          251.50	          256.50
YNL203C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL204C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL205C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL206C	          533.00	          244.40	          490.10	          334.10	          378.90	          175.80
YNL207W	          776.00	          334.50	          317.50	          139.70	          234.80	          180.60
YNL208W	         4212.00	         1229.80	         2871.10	         2465.50	         3885.80	         1864.10
YNL209W	        15730.00	         6744.50	         6306.10	         3257.50	         7650.50	         7685.30
YNL210W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL211C	          526.00	            NULL	          498.50	          480.80	          503.30	          418.00
YNL212W	          504.00	          296.90	          724.80	          402.60	          462.30	            NULL
YNL213C	          280.00	          203.30	          431.80	          280.90	          378.90	          219.80
YNL214W	          145.00	          171.40	          451.00	          339.60	          344.00	          440.00
YNL215W	          132.00	            NULL	           95.10	          138.60	            NULL	            NULL
YNL216W	          356.00	          102.60	          197.10	          183.10	            NULL	            NULL
YNL217W	         1290.00	          995.20	          815.30	          544.90	          450.20	          501.20
YNL218W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL219C	         1600.00	          859.10	         1859.30	         2107.00	         1710.70	         1262.20
YNL220W	         1411.00	          871.80	          843.70	          511.20	         1640.90	          442.50
YNL221C	          629.00	          194.80	          289.10	          335.20	          556.40	            NULL
YNL222W	          491.00	          478.40	          588.30	          654.60	          674.70	          564.80
YNL223W	           56.00	            NULL	           29.10	            NULL	            NULL	            NULL
YNL224C	            NULL	            NULL	          182.50	          236.40	            NULL	            NULL
YNL225C	          229.00	          106.20	          320.60	          427.60	          268.20	            NULL
YNL226W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL227C	            NULL	          125.30	            NULL	            NULL	            NULL	            NULL
YNL228W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL229C	          250.00	          323.10	          554.50	          374.30	          565.50	          489.00
YNL230C	          261.00	          273.50	          494.70	          746.90	          406.20	          381.30
YNL231C	          996.00	          544.30	          630.50	          955.50	         1431.60	          594.20
YNL232W	         1196.00	          781.10	          699.50	         1108.70	          779.40	          457.10
YNL233W	          443.00	          248.70	          530.80	          963.10	          529.10	          924.50
YNL234W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL235C	            NULL	            NULL	           98.10	          129.90	            NULL	            NULL
YNL236W	          374.00	          222.50	          213.20	          538.40	          450.20	            NULL
YNL237W	          109.00	            NULL	          214.00	          316.80	          271.20	          263.80
YNL238W	         1798.00	          335.90	         1132.10	          762.20	            NULL	          799.70
YNL239W	         1458.00	          947.00	          908.90	         1742.00	         1433.10	          944.10
YNL240C	          451.00	            NULL	           66.70	            NULL	            NULL	            NULL
YNL241C	         1213.00	          260.70	          615.10	          519.90	          662.60	          432.70
YNL242W	          112.00	            NULL	            NULL	           86.50	            NULL	            NULL
YNL243W	         2740.00	         1224.20	         2904.90	         3206.40	         3882.70	         2923.60
YNL244C	         3945.00	         2527.90	         2983.10	         2117.90	         4472.80	         3912.20
YNL245C	          600.00	          165.00	          251.50	          332.00	          283.40	            NULL
YNL246W	          721.00	          399.00	          503.90	            NULL	          483.60	            NULL
YNL247W	          634.00	          379.10	          263.10	          150.60	          389.50	          288.30
YNL248C	         1414.00	          503.20	          244.60	          201.60	          852.20	          479.20
YNL249C	           86.00	           39.50	            NULL	            NULL	            NULL	            NULL
YNL250W	          167.00	           84.20	            NULL	          123.40	          260.60	          188.00
YNL251C	          376.00	          367.80	          641.20	          627.50	          465.40	          249.20
YNL252C	          288.00	          196.20	          324.40	          258.10	          245.40	            NULL
YNL253W	           77.00	          109.70	          318.30	          227.70	          215.10	          210.00
YNL254C	            NULL	            NULL	           72.00	            NULL	            NULL	            NULL
YNL255C	         3391.00	         3197.10	         2263.60	         1414.00	         2370.50	         2656.90
YNL256W	          526.00	          308.90	          201.70	          249.40	          538.20	          188.00
YNL257C	          239.00	          210.40	          339.00	            NULL	          380.40	          227.10
YNL258C	          274.00	          135.30	          320.60	          417.80	          489.60	          166.00
YNL259C	         1934.00	         2844.00	         2479.90	         2996.70	         5102.30	         4541.00
YNL260C	            NULL	            NULL	           26.00	            NULL	            NULL	            NULL
YNL261W	          160.00	           76.40	           79.70	          191.80	          286.40	            NULL
YNL262W	          461.00	          369.90	           60.50	          163.60	          362.20	            NULL
YNL263C	         1008.00	          638.60	         1429.00	         1754.00	         1439.20	          917.20
YNL264C	          476.00	          394.00	          539.20	          922.90	         1050.90	          711.60
YNL265C	            NULL	           92.70	          111.90	          345.00	            NULL	            NULL
YNL266W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL267W	          205.00	          103.40	           99.70	          305.90	          389.50	          268.70
YNL268W	         1531.00	         1256.10	         1147.50	         1997.30	         2438.70	         1962.00
YNL269W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL270C	           88.00	           70.00	            NULL	          165.80	            NULL	            NULL
YNL271C	          649.00	          199.80	          238.50	          634.00	          655.00	         1061.50
YNL272C	          262.00	           97.70	            NULL	          132.10	          190.80	            NULL
YNL273W	          199.00	            NULL	          123.40	           87.50	            NULL	          214.90
YNL274C	          272.00	          138.80	         2225.20	         2245.00	         1593.90	         1086.00
YNL275W	          131.00	            NULL	           84.30	            NULL	            NULL	            NULL
YNL276C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL277W	          172.00	            NULL	          331.30	          159.20	            NULL	            NULL
YNL278W	          517.00	           63.70	            NULL	            NULL	            NULL	            NULL
YNL279W	          331.00	          343.00	          468.60	          283.10	            NULL	            NULL
YNL280C	          455.00	          267.10	          325.20	           41.90	          389.50	          356.80
YNL281W	         1088.00	         1065.40	         1117.60	          593.80	         1100.90	          814.40
YNL282W	          431.00	          364.90	          250.80	            NULL	            NULL	            NULL
YNL283C	         1295.00	          761.20	          918.10	          790.40	         1120.60	         1174.10
YNL284C	          726.00	          606.70	         1048.50	          781.70	          981.10	          824.20
YNL285W	            NULL	           66.50	           43.70	            NULL	            NULL	            NULL
YNL286W	          118.00	           75.70	          118.80	          159.20	          375.90	            NULL
YNL287W	         1111.00	          720.10	         2005.90	         1295.50	         1860.80	          988.10
YNL288W	          756.00	          480.50	          812.30	          720.90	          627.70	          599.10
YNL289W	          433.00	           96.30	          391.20	          289.60	          609.50	          530.60
YNL290W	          430.00	          160.10	          220.10	          287.40	          168.10	            NULL
YNL291C	          610.00	          303.30	          596.70	          614.40	          532.10	          604.00
YNL292W	          391.00	          194.80	          202.50	          121.20	          215.10	          173.30
YNL293W	            NULL	            NULL	            NULL	            NULL	          327.30	            NULL
YNL294C	          121.00	           98.40	          241.60	          204.90	            NULL	            NULL
YNL295W	            NULL	            NULL	           85.90	          128.80	            NULL	            NULL
YNL296W	            NULL	           23.20	            NULL	            NULL	            NULL	            NULL
YNL297C	          679.00	          630.80	          557.60	         1278.20	          730.80	          559.90
YNL298W	          204.00	           69.30	          141.10	          265.70	          189.30	            NULL
YNL299W	          115.00	           56.60	            NULL	            NULL	            NULL	            NULL
YNL300W	        10862.00	          688.20	          243.90	          463.40	         1064.50	         1090.90
YNL301C	         8668.00	         5321.70	         2404.70	         3920.10	         9246.20	        10543.30
YNL302C	        11851.00	         8581.30	         7853.30	         8408.80	        10268.50	        16124.70
YNL303W	            NULL	           33.90	          207.80	           89.70	          127.10	            NULL
YNL304W	           93.00	           45.20	          149.50	           85.40	            NULL	            NULL
YNL305C	         2698.00	         2146.50	         7882.40	         9078.00	         5150.80	         3647.90
YNL306W	          400.00	          339.40	          482.40	          275.50	          501.80	          207.60
YNL307C	         2118.00	          887.40	         1649.90	         1360.70	         1522.60	          846.20
YNL308C	         1220.00	          467.70	          214.70	          129.90	          425.90	          449.80
YNL309W	          139.00	            NULL	            NULL	            NULL	            NULL	            NULL
YNL310C	         1010.00	          189.10	          268.40	          452.60	          765.70	            NULL
YNL311C	          131.00	           68.60	          138.80	          129.90	          157.50	            NULL
YNL312W	         1985.00	         1213.50	         1522.60	         1632.30	         1219.20	          677.40
YNL313C	         1085.00	          511.00	          638.20	            NULL	          512.40	            NULL
YNL314W	          521.00	          172.80	          406.50	          556.80	            NULL	          432.70
YNL315C	         1223.00	          486.20	         1446.70	         1185.80	         1410.30	          907.40
YNL316C	          182.00	          125.30	          233.90	          238.50	            NULL	            NULL
YNL317W	          202.00	           66.50	          239.30	          214.60	          196.90	            NULL
YNL318C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL319W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL320W	          253.00	          198.30	          304.50	          503.60	          535.20	          356.80
YNL321W	          360.00	          117.50	          475.50	          378.70	          401.70	          183.10
YNL322C	         3879.00	         1040.50	         1877.00	         2239.60	         2321.90	         1208.30
YNL323W	          267.00	          301.80	          256.90	          385.20	          344.00	          236.90
YNL324W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL325C	          225.00	          138.10	          324.40	          468.80	          442.60	          261.40
YNL326C	          295.00	          165.70	          438.70	          515.60	          439.60	          229.60
YNL327W	         3394.00	         1081.70	          948.10	         1007.70	         1947.30	         1749.10
YNL328C	            NULL	            NULL	            NULL	            NULL	            NULL	          180.60
YNL329C	          607.00	          368.50	          442.50	          685.00	          597.30	          542.80
YNL330C	          456.00	          194.80	          531.50	          572.10	          425.90	            NULL
YNL331C	          335.00	          298.30	          450.20	          773.00	          350.10	          303.00
YNL332W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL333W	          358.00	            NULL	          139.60	          272.20	          218.10	          256.50
YNL334C	          321.00	          114.70	           97.40	          222.30	          277.30	          234.50
YNL335W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL336W	         2860.00	         2508.70	         7067.80	         8119.90	         6490.10	        11226.00
YNL337W	           28.00	          119.70	            NULL	            NULL	            NULL	            NULL
YNL339C	           50.00	            NULL	            NULL	            NULL	            NULL	            NULL
YNR001C	         1331.00	         1572.90	         1798.00	         4388.30	         4186.10	         2708.30
YNR002C	           65.00	          146.60	          554.50	          987.00	          374.40	            NULL
YNR003C	          191.00	          164.30	          115.00	            NULL	            NULL	            NULL
YNR004W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNR005C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNR006W	          899.00	          799.50	         1320.90	         1680.10	         1164.60	          816.80
YNR007C	           82.00	           55.10	          438.70	          486.20	            NULL	          222.20
YNR008W	          541.00	          252.20	          300.60	          453.60	          564.00	          315.20
YNR009W	          435.00	          138.10	          143.40	            NULL	            NULL	          351.90
YNR010W	           96.00	          119.70	          302.20	          487.30	          336.40	          246.70
YNR011C	            NULL	           37.40	          151.80	          163.60	            NULL	          117.00
YNR012W	          381.00	          156.50	          184.00	          145.10	          189.30	            NULL
YNR013C	          787.00	          365.70	          527.70	          595.90	          617.10	            NULL
YNR014W	           62.00	          182.00	         1409.10	         1387.90	            NULL	          322.60
YNR015W	          596.00	          199.80	          205.50	          189.70	            NULL	            NULL
YNR016C	         4038.00	         2309.50	         1784.20	         1686.60	         2428.10	         1301.30
YNR017W	         1817.00	          409.60	          324.40	          362.40	          589.80	          672.50
YNR018W	         2778.00	          593.20	          569.10	          568.80	          729.30	          572.20
YNR019W	            NULL	            NULL	            NULL	           90.80	            NULL	            NULL
YNR020C	          175.00	            NULL	          227.80	          135.30	            NULL	            NULL
YNR021W	         3109.00	         2583.90	         3955.00	         2352.50	         3348.80	         2346.20
YNR022C	           72.00	            NULL	           89.70	            NULL	            NULL	            NULL
YNR023W	          292.00	          140.20	          294.50	          383.00	            NULL	          312.80
YNR024W	          387.00	          199.80	          290.70	          327.60	          598.90	          300.50
YNR025C	          161.00	           44.50	          131.90	          179.90	          247.00	            NULL
YNR026C	          285.00	          148.70	          268.40	          135.30	          442.60	          197.80
YNR027W	         1039.00	          216.80	          342.10	          429.70	          591.30	          295.70
YNR028W	          313.00	          163.60	          330.60	            NULL	          178.70	          374.00
YNR029C	          458.00	          160.10	          360.50	          212.50	          304.60	          327.50
YNR030W	          328.00	          187.00	          333.60	          159.20	          271.20	            NULL
YNR031C	          743.00	          255.10	          449.50	          440.60	          661.00	          312.80
YNR032C-A	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNR032W	          789.00	          570.50	          732.50	         1651.90	          771.80	         1049.30
YNR033W	          251.00	          125.30	          194.80	          428.70	          209.00	            NULL
YNR034W	            NULL	          121.80	          653.50	         1910.40	          401.70	            NULL
YNR035C	          630.00	          932.80	         2311.90	         3824.50	         3151.60	         1832.30
YNR036C	         1493.00	         1033.50	         1132.10	         2164.60	         2038.30	          961.20
YNR037C	          284.00	          235.20	          406.50	          618.80	          697.40	          386.20
YNR038W	          938.00	          820.10	          783.90	          666.60	          946.20	          525.70
YNR039C	          522.00	          367.10	         1217.30	         1067.40	          941.70	          427.80
YNR040W	          150.00	           91.30	          138.00	           77.80	          237.90	            NULL
YNR041C	          265.00	           86.30	          140.30	          141.90	            NULL	            NULL
YNR042W	          305.00	          118.90	          169.50	          198.40	            NULL	            NULL
YNR043W	         1758.00	         1286.50	         1057.70	          820.80	          639.80	          547.70
YNR044W	         2843.00	         1163.20	          964.20	         1093.50	          539.70	            NULL
YNR045W	          240.00	            NULL	          326.70	          408.00	          407.70	          278.50
YNR046W	         2529.00	          795.30	          758.60	          693.70	          682.30	            NULL
YNR047W	          247.00	          295.50	         1016.30	          865.40	          671.70	            NULL
YNR048W	            NULL	           54.40	          166.40	          191.80	          209.00	            NULL
YNR049C	          642.00	          560.60	         1811.00	         1872.40	         1043.30	          581.90
YNR050C	         1162.00	         1095.10	         1638.40	         1299.90	         4170.90	         5414.60
YNR051C	          366.00	           82.80	          161.00	          219.00	          427.50	            NULL
YNR052C	         1664.00	          437.30	         1799.50	         1863.70	         1877.50	          907.40
YNR053C	         5856.00	         1728.20	          420.30	          257.00	         1815.30	         1037.10
YNR054C	         1042.00	          364.90	          217.80	          137.50	          439.60	          454.70
YNR055C	          880.00	          391.20	         1015.60	          649.20	          821.80	          486.50
YNR056C	            NULL	            NULL	            NULL	          113.60	            NULL	            NULL
YNR057C	           81.00	            NULL	          105.00	            NULL	            NULL	            NULL
YNR058W	           76.00	            NULL	          169.50	          115.80	            NULL	            NULL
YNR059W	          244.00	          109.00	          315.20	          276.60	            NULL	          212.50
YNR060W	           69.00	            NULL	          352.00	          167.90	            NULL	            NULL
YNR061C	         1935.00	         1052.60	         2580.40	         2485.10	         2223.40	         2101.50
YNR062C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNR063W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNR064C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNR065C	          813.00	          375.60	          466.30	         1263.00	          759.60	          902.50
YNR066C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNR067C	         2347.00	         1278.00	          316.00	          705.70	         1046.30	         1484.80
YNR068C	            NULL	           72.90	          186.30	          188.60	            NULL	          107.20
YNR069C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNR070W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNR071C	            NULL	            NULL	           39.10	            NULL	            NULL	            NULL
YNR072W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNR073C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNR074C	          184.00	          316.70	          347.40	          473.20	          433.50	          276.10
YNR075W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNR076W	          751.00	          237.30	          343.60	          297.20	            NULL	          212.50
YNR077C	            NULL	            NULL	            NULL	          177.70	            NULL	            NULL
YOL001W	          548.00	          336.60	          718.70	          600.30	            NULL	          219.80
YOL002C	          674.00	          718.70	          769.30	          710.00	         1037.20	          657.80
YOL003C	          158.00	          180.60	          246.20	          375.40	          444.10	            NULL
YOL004W	          454.00	          226.00	          218.60	          849.10	          817.30	            NULL
YOL005C	          664.00	          547.10	          344.40	          664.40	          635.30	          425.30
YOL006C	          355.00	          304.00	          367.40	          494.90	          692.90	          435.10
YOL007C	          653.00	          191.30	          189.40	          338.50	          477.50	          743.40
YOL008W	            NULL	           55.90	          110.40	            NULL	            NULL	            NULL
YOL009C	            NULL	           59.40	          275.30	          283.10	            NULL	            NULL
YOL010W	          219.00	            NULL	           89.70	            NULL	            NULL	            NULL
YOL011W	          759.00	          175.70	          676.50	          569.90	          723.20	          366.60
YOL012C	         1429.00	          773.30	         1267.90	          729.60	          891.60	          687.20
YOL013C	          545.00	            NULL	          918.10	          869.70	          636.80	          447.40
YOL013W-A	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YOL014W	          517.00	          551.40	         1444.40	          198.40	            NULL	            NULL
YOL015W	            NULL	            NULL	           63.60	            NULL	            NULL	            NULL
YOL016C	          212.00	          134.50	         1353.10	          753.50	          509.40	          249.20
YOL017W	           39.00	            NULL	           51.30	            NULL	            NULL	            NULL
YOL018C	           68.00	            NULL	           78.20	            NULL	            NULL	            NULL
YOL019W	         1101.00	          341.50	          591.40	          423.20	          689.90	         1083.60
YOL020W	          435.00	          223.90	          376.60	          371.10	          489.60	          222.20
YOL021C	          311.00	          189.80	          306.00	          146.20	          298.50	          241.80
YOL022C	          620.00	          449.30	          297.60	          240.70	          527.60	          258.90
YOL023W	            NULL	            NULL	          179.40	          200.50	            NULL	          151.30
YOL024W	            NULL	            NULL	            NULL	          390.60	            NULL	            NULL
YOL025W	          202.00	          163.60	          459.40	          341.70	          187.80	          268.70
YOL026C	         1290.00	         1358.10	         2055.70	         2460.10	         1882.10	         1727.10
YOL027C	         1219.00	          825.70	         1540.20	         1163.00	         1616.60	          824.20
YOL028C	          233.00	            NULL	          250.00	          142.90	            NULL	            NULL
YOL029C	          575.00	          241.60	          567.60	          521.00	          497.20	          241.80
YOL030W	         7335.00	         5875.40	         7386.90	         9472.40	         7286.50	         5847.70
YOL031C	          287.00	          204.70	          543.00	          599.20	          500.30	          303.00
YOL032W	            NULL	          175.70	         1703.60	         1243.40	          380.40	            NULL
YOL033W	          156.00	           65.80	          280.70	          415.60	          210.60	            NULL
YOL034W	          111.00	            NULL	            NULL	          275.50	            NULL	            NULL
YOL035C	            NULL	            NULL	          113.50	          118.00	            NULL	            NULL
YOL036W	          797.00	          455.70	         1358.40	         1713.80	          888.60	         1120.30
YOL037C	            NULL	            NULL	           52.10	            NULL	            NULL	            NULL
YOL038W	         2339.00	         2441.40	         2383.30	         6010.20	         4812.50	         2375.50
YOL039W	        13618.00	        10642.10	         9255.50	        11362.60	        13699.50	        12437.20
YOL040C	        16149.00	         6877.10	         2809.00	         4195.00	         7160.60	         7885.90
YOL041C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YOL042W	          130.00	           34.60	          162.60	           90.80	          104.40	            NULL
YOL043C	          295.00	           75.00	          289.90	          274.40	          245.40	            NULL
