ORF	     Sorbitol 0m	    Sorbitol 15m	    Sorbitol 30m	    Sorbitol 45m	    Sorbitol 90m	   Sorbitol 120m
YNL192W	          363.00	          257.90	          775.20	          517.30	          461.80	          598.90
YNL193W	          452.00	          505.40	         1533.40	         1028.90	          607.30	          468.20
YNL194C	            NULL	          263.50	         2598.00	            NULL	            NULL	            NULL
YNL195C	          131.00	         1108.30	         8101.50	         3409.00	          310.50	          303.40
YNL196C	            NULL	            NULL	          404.30	            NULL	            NULL	            NULL
YNL197C	            NULL	            NULL	            NULL	            NULL	            NULL	          201.80
YNL198C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL199C	          290.00	          175.70	            NULL	          369.40	          339.60	          472.40
YNL200C	          385.00	            NULL	         2020.50	         2707.50	          629.40	          801.00
YNL201C	          155.00	            NULL	            NULL	            NULL	            NULL	          275.40
YNL202W	            NULL	          140.70	          365.60	          613.70	            NULL	          179.00
YNL203C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL204C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL205C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL206C	          533.00	            NULL	          539.00	            NULL	            NULL	          322.10
YNL207W	          776.00	            NULL	            NULL	          351.80	          295.40	          229.80
YNL208W	         4212.00	         2032.50	         3291.70	         4364.30	         2495.10	         3824.80
YNL209W	        15730.00	         9325.70	         6835.80	        10854.60	        13921.90	        13692.30
YNL210W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL211C	          526.00	            NULL	          522.40	          387.10	          401.30	            NULL
YNL212W	          504.00	          312.40	          531.60	            NULL	            NULL	          236.00
YNL213C	          280.00	          248.70	          419.10	          307.00	          302.40	          316.90
YNL214W	          145.00	          333.60	          559.30	            NULL	            NULL	          193.50
YNL215W	          132.00	            NULL	          164.50	          155.00	          233.70	          109.60
YNL216W	          356.00	          100.00	          155.30	            NULL	            NULL	          202.90
YNL217W	         1290.00	          285.60	          446.80	          353.20	          665.50	          810.30
YNL218W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL219C	         1600.00	          755.60	         1668.10	         1725.00	         1909.70	         1675.90
YNL220W	         1411.00	          448.10	          432.00	         1005.80	          962.30	         1003.10
YNL221C	          629.00	            NULL	          555.60	          957.00	          548.00	          733.60
YNL222W	          491.00	            NULL	          546.40	          711.40	          559.60	            NULL
YNL223W	           56.00	            NULL	            NULL	            NULL	            NULL	            NULL
YNL224C	            NULL	            NULL	            NULL	          148.30	            NULL	            NULL
YNL225C	          229.00	            NULL	          149.70	          365.40	            NULL	          226.70
YNL226W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL227C	            NULL	            NULL	            NULL	            NULL	          161.60	            NULL
YNL228W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL229C	          250.00	          207.10	          376.70	          640.80	          436.20	          537.70
YNL230C	          261.00	          809.10	         1015.00	          990.90	          636.40	          722.20
YNL231C	          996.00	          545.10	          513.20	          957.00	          721.40	          803.10
YNL232W	         1196.00	          517.40	          861.90	         2048.00	         1291.70	         1356.60
YNL233W	          443.00	          294.80	          719.80	         1000.40	          928.50	          851.80
YNL234W	            NULL	            NULL	          159.00	          598.80	            NULL	            NULL
YNL235C	            NULL	            NULL	            NULL	          312.50	            NULL	            NULL
YNL236W	          374.00	            NULL	          566.70	          810.40	            NULL	          569.80
YNL237W	          109.00	            NULL	          332.40	            NULL	            NULL	            NULL
YNL238W	         1798.00	          385.30	            NULL	          905.40	            NULL	         1052.90
YNL239W	         1458.00	          711.30	         1865.50	         2210.80	         1395.30	         1560.80
YNL240C	          451.00	            NULL	            NULL	          416.90	            NULL	          247.40
YNL241C	         1213.00	          359.50	          996.60	          677.50	            NULL	          661.10
YNL242W	          112.00	           85.30	            NULL	            NULL	            NULL	          118.90
YNL243W	         2740.00	         1432.40	         3428.20	         3680.40	         2226.20	         2595.40
YNL244C	         3945.00	          906.10	         1404.30	         2077.80	         2518.40	         3608.10
YNL245C	          600.00	          285.60	          843.40	          985.50	          366.40	            NULL
YNL246W	          721.00	          449.00	          596.20	          563.50	          580.60	          802.00
YNL247W	          634.00	          123.10	            NULL	          285.30	          510.70	          609.20
YNL248C	         1414.00	          186.80	          319.50	          881.00	         1128.70	         1331.70
YNL249C	           86.00	            NULL	            NULL	            NULL	            NULL	           83.70
YNL250W	          167.00	            NULL	          208.80	          286.70	            NULL	          119.90
YNL251C	          376.00	          561.70	         1009.50	            NULL	          173.20	          369.80
YNL252C	          288.00	            NULL	          212.50	          263.60	          202.30	          265.10
YNL253W	           77.00	          137.00	            NULL	            NULL	            NULL	          169.70
YNL254C	            NULL	            NULL	            NULL	            NULL	            NULL	          132.40
YNL255C	         3391.00	         1325.30	         1306.50	         2897.40	         3322.60	         3350.00
YNL256W	          526.00	          158.20	          380.40	          739.90	          497.90	          539.80
YNL257C	          239.00	            NULL	          446.80	          514.60	            NULL	          419.50
YNL258C	          274.00	           67.70	          284.40	          544.50	            NULL	          277.50
YNL259C	         1934.00	          798.00	         1114.60	         2467.30	         1666.40	         1921.60
YNL260C	            NULL	            NULL	            NULL	            NULL	            NULL	          113.70
YNL261W	          160.00	            NULL	          199.50	          296.20	            NULL	            NULL
YNL262W	          461.00	            NULL	          404.30	          378.90	            NULL	          473.40
YNL263C	         1008.00	          523.80	         1485.50	         2056.10	         1063.60	         1159.70
YNL264C	          476.00	          278.20	          896.90	         1271.80	          619.00	          589.50
YNL265C	            NULL	            NULL	            NULL	          290.70	            NULL	            NULL
YNL266W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL267W	          205.00	            NULL	            NULL	          421.00	          290.80	          464.10
YNL268W	         1531.00	         1416.70	         2496.50	         4410.40	         3309.80	         3588.50
YNL269W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL270C	           88.00	            NULL	          199.50	            NULL	            NULL	          262.00
YNL271C	          649.00	            NULL	          581.50	          499.70	            NULL	          382.20
YNL272C	          262.00	            NULL	            NULL	            NULL	            NULL	          151.00
YNL273W	          199.00	            NULL	            NULL	            NULL	            NULL	          191.50
YNL274C	          272.00	          293.90	         2433.80	         1296.20	            NULL	          441.30
YNL275W	          131.00	            NULL	            NULL	            NULL	            NULL	            NULL
YNL276C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL277W	          172.00	           97.30	            NULL	            NULL	          129.00	           97.10
YNL278W	          517.00	          474.90	            NULL	            NULL	          612.00	            NULL
YNL279W	          331.00	          308.70	          430.20	            NULL	          219.80	            NULL
YNL280C	          455.00	          218.20	          240.10	          193.00	          402.50	          466.20
YNL281W	         1088.00	          276.40	          397.00	          927.10	          645.70	          822.80
YNL282W	          431.00	          110.20	            NULL	            NULL	          571.20	          638.20
YNL283C	         1295.00	          684.50	          994.70	         1319.30	         1504.70	         1299.60
YNL284C	          726.00	          630.90	         1192.10	          806.40	          962.30	          858.00
YNL285W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL286W	          118.00	            NULL	            NULL	          281.20	            NULL	          137.60
YNL287W	         1111.00	          693.70	         1417.20	         2000.50	         1321.90	         1206.30
YNL288W	          756.00	          450.90	          753.00	          997.70	          667.80	          671.40
YNL289W	          433.00	          284.70	          566.70	         1600.20	          734.20	          549.10
YNL290W	          430.00	          148.00	          321.30	          554.00	          484.00	          512.80
YNL291C	          610.00	          129.60	          430.20	          510.60	          443.20	          684.90
YNL292W	          391.00	          110.20	          230.90	          444.10	          321.00	          486.90
YNL293W	            NULL	            NULL	            NULL	            NULL	          284.90	          209.10
YNL294C	          121.00	          194.20	            NULL	          274.50	          195.30	          365.60
YNL295W	            NULL	            NULL	          190.30	            NULL	            NULL	            NULL
YNL296W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL297C	          679.00	          382.60	         1018.70	         1426.50	         1018.20	          951.30
YNL298W	          204.00	          198.80	            NULL	          304.30	          225.60	          328.30
YNL299W	          115.00	            NULL	            NULL	            NULL	          276.80	          140.70
YNL300W	        10862.00	         4744.20	         4345.20	        14242.80	        14184.90	        11016.80
YNL301C	         8668.00	         4364.80	         2930.10	        14964.70	        13371.40	        12649.50
YNL302C	        11851.00	         9021.00	         4815.60	        13803.20	        12561.30	        11928.00
YNL303W	            NULL	            NULL	            NULL	           89.90	            NULL	           97.10
YNL304W	           93.00	            NULL	            NULL	            NULL	            NULL	            NULL
YNL305C	         2698.00	         4114.50	         7370.90	         4295.10	         1473.20	         2023.20
YNL306W	          400.00	            NULL	            NULL	          347.70	            NULL	          245.40
YNL307C	         2118.00	          661.40	         1238.30	         1103.50	          990.20	         1187.70
YNL308C	         1220.00	          173.90	            NULL	          525.50	          738.80	          537.70
YNL309W	          139.00	            NULL	            NULL	            NULL	          160.40	          225.70
YNL310C	         1010.00	            NULL	          670.00	          543.10	          659.70	            NULL
YNL311C	          131.00	            NULL	            NULL	            NULL	            NULL	           47.40
YNL312W	         1985.00	          743.60	         1350.80	         1639.50	         1098.50	         1729.80
YNL313C	         1085.00	            NULL	          631.30	            NULL	          656.20	          966.90
YNL314W	          521.00	          373.30	          620.20	          615.00	          596.80	          347.00
YNL315C	         1223.00	          404.70	         1184.80	         1539.10	         1230.00	         1120.30
YNL316C	          182.00	          149.90	            NULL	          209.30	            NULL	            NULL
YNL317W	          202.00	            NULL	          232.80	          206.60	            NULL	          125.10
YNL318C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL319W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL320W	          253.00	          131.40	          278.90	          456.30	          347.80	          306.50
YNL321W	          360.00	          387.20	          773.30	          624.50	          380.40	          420.60
YNL322C	         3879.00	         2908.70	         4264.00	         6371.20	         5527.00	         5473.00
YNL323W	          267.00	            NULL	            NULL	          126.50	          193.00	          255.70
YNL324W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL325C	          225.00	          125.00	            NULL	          452.20	            NULL	          343.90
YNL326C	          295.00	          161.00	          397.00	          624.50	          350.10	          250.60
YNL327W	         3394.00	          705.70	         1507.60	         2039.80	         2006.30	         3644.40
YNL328C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL329C	          607.00	          129.60	          638.60	         1115.80	          535.20	          984.50
YNL330C	          456.00	          189.60	          343.50	         1155.10	          534.00	          815.50
YNL331C	          335.00	          198.80	          609.10	          587.90	          346.60	          308.60
YNL332W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL333W	          358.00	            NULL	          374.80	          305.70	          433.90	          585.40
YNL334C	          321.00	          144.30	          280.70	          638.10	          572.40	          612.30
YNL335W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNL336W	         2860.00	         4590.00	         4668.00	         6439.10	         6221.80	         5086.40
YNL337W	           28.00	          234.80	            NULL	            NULL	            NULL	            NULL
YNL339C	           50.00	            NULL	            NULL	           91.30	            NULL	            NULL
YNR001C	         1331.00	         1561.60	         4620.10	         6059.10	         1456.90	         2802.70
YNR002C	           65.00	          627.20	         1435.70	          581.10	            NULL	          114.80
YNR003C	          191.00	           75.10	            NULL	            NULL	          415.30	            NULL
YNR004W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNR005C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNR006W	          899.00	         1076.00	         1887.70	         2244.70	         1007.70	          915.00
YNR007C	           82.00	            NULL	          489.20	          334.20	            NULL	            NULL
YNR008W	          541.00	            NULL	          249.40	          768.40	            NULL	          624.80
YNR009W	          435.00	            NULL	            NULL	          240.50	          876.20	          689.00
YNR010W	           96.00	            NULL	          195.90	          312.50	          134.80	          213.20
YNR011C	            NULL	            NULL	            NULL	          209.30	            NULL	            NULL
YNR012W	          381.00	            NULL	            NULL	            NULL	          399.00	          225.70
YNR013C	          787.00	          421.30	          614.70	          870.20	          603.80	          795.80
YNR014W	           62.00	         2785.90	         3747.40	            NULL	          294.20	            NULL
YNR015W	          596.00	          194.20	            NULL	          579.80	          479.30	          405.00
YNR016C	         4038.00	         1536.70	         1649.70	         3444.30	         3575.20	         3794.70
YNR017W	         1817.00	          438.00	          721.70	         1718.20	          933.20	         1912.20
YNR018W	         2778.00	         1010.40	         1426.40	         2969.30	         3435.50	         3051.50
YNR019W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNR020C	          175.00	            NULL	            NULL	            NULL	            NULL	            NULL
YNR021W	         3109.00	         1303.10	         1395.10	         1859.40	         2469.50	         2488.60
YNR022C	           72.00	            NULL	            NULL	            NULL	            NULL	           65.00
YNR023W	          292.00	            NULL	          347.10	            NULL	            NULL	          268.20
YNR024W	          387.00	           91.70	            NULL	          269.00	          295.40	          314.80
YNR025C	          161.00	          191.40	            NULL	            NULL	            NULL	            NULL
YNR026C	          285.00	          168.40	          310.20	          312.50	            NULL	          201.80
YNR027W	         1039.00	          227.40	          553.80	          738.50	          807.50	          854.90
YNR028W	          313.00	            NULL	            NULL	            NULL	            NULL	          260.90
YNR029C	          458.00	          167.40	            NULL	            NULL	          439.70	          328.30
YNR030W	          328.00	            NULL	            NULL	          388.40	            NULL	            NULL
YNR031C	          743.00	            NULL	          614.70	            NULL	          714.40	          779.20
YNR032C-A	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNR032W	          789.00	          838.70	         1079.60	         1795.60	         1079.80	         1186.60
YNR033W	          251.00	          215.40	          448.60	          507.90	          338.50	          327.30
YNR034W	            NULL	          742.60	         1871.10	          829.40	            NULL	          260.90
YNR035C	          630.00	         1411.10	         2164.40	         3662.70	         1450.00	         1798.20
YNR036C	         1493.00	          714.90	         1352.60	         2985.60	         1148.50	         1890.50
YNR037C	          284.00	          155.40	          452.30	          581.10	          273.30	          519.00
YNR038W	          938.00	          897.80	          911.70	         1970.60	         1462.80	         1446.80
YNR039C	          522.00	          487.80	         1070.40	         1109.00	          863.40	          783.40
YNR040W	          150.00	            NULL	          230.90	          157.80	          189.50	          185.20
YNR041C	          265.00	            NULL	          166.30	          275.80	          194.20	          226.70
YNR042W	          305.00	          215.40	            NULL	            NULL	            NULL	            NULL
YNR043W	         1758.00	          826.70	          948.60	         1978.80	         1362.70	         1667.60
YNR044W	         2843.00	         1425.90	         1955.90	         3023.60	         1808.40	         2412.90
YNR045W	          240.00	          158.20	          588.80	          353.20	          333.80	          377.00
YNR046W	         2529.00	          883.00	         1140.50	         2088.70	         2064.50	         1911.20
YNR047W	          247.00	          434.30	            NULL	         1034.30	          217.40	          549.10
YNR048W	            NULL	           80.60	            NULL	          236.50	          110.40	            NULL
YNR049C	          642.00	          823.00	         1741.90	         1878.40	          970.40	         1117.20
YNR050C	         1162.00	          824.80	         1354.50	         1624.60	         2887.30	         1991.00
YNR051C	          366.00	            NULL	            NULL	          469.90	          315.20	          355.30
YNR052C	         1664.00	          410.30	         1365.60	         1807.80	         1706.00	         1504.90
YNR053C	         5856.00	          486.00	          332.40	         3128.10	         6107.70	         5585.00
YNR054C	         1042.00	          228.40	          269.70	          696.50	          964.60	          939.90
YNR055C	          880.00	          317.90	          930.10	          763.00	          760.90	          680.80
YNR056C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNR057C	           81.00	            NULL	            NULL	            NULL	            NULL	            NULL
YNR058W	           76.00	            NULL	          238.30	            NULL	            NULL	          214.30
YNR059W	          244.00	            NULL	            NULL	          210.70	            NULL	          322.10
YNR060W	           69.00	          244.10	            NULL	            NULL	            NULL	            NULL
YNR061C	         1935.00	         1253.20	         2564.80	         1600.20	         2193.70	         1863.50
YNR062C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNR063W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNR064C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNR065C	          813.00	          584.80	         1160.80	         2043.90	         1501.20	         1441.60
YNR066C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNR067C	         2347.00	            NULL	          876.60	         2293.60	         1413.90	         2394.30
YNR068C	            NULL	            NULL	          264.10	          227.00	            NULL	          136.50
YNR069C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNR070W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNR071C	            NULL	            NULL	            NULL	          132.00	            NULL	            NULL
YNR072W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNR073C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNR074C	          184.00	          179.40	          330.50	            NULL	          311.70	          192.50
YNR075W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YNR076W	          751.00	          553.40	          385.90	          321.90	          478.10	          970.00
YNR077C	            NULL	            NULL	          212.50	            NULL	            NULL	            NULL
YOL001W	          548.00	          740.80	          948.60	         1046.60	          792.40	          831.10
YOL002C	          674.00	          475.80	          515.00	          856.60	          964.60	          916.10
YOL003C	          158.00	            NULL	            NULL	          440.00	          328.00	          410.20
YOL004W	          454.00	          398.30	         1269.60	         2174.20	          758.60	         1770.20
YOL005C	          664.00	          415.80	          786.20	         1373.60	          825.00	          915.00
YOL006C	          355.00	          257.90	          459.70	          821.30	          392.00	          770.90
YOL007C	          653.00	          230.20	            NULL	         1898.70	         1070.50	         1172.10
YOL008W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YOL009C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YOL010W	          219.00	            NULL	            NULL	            NULL	            NULL	          175.90
YOL011W	          759.00	          307.80	          385.90	          533.60	          387.40	          494.20
YOL012C	         1429.00	          328.10	          522.40	          419.60	          851.70	            NULL
YOL013C	          545.00	          352.10	          765.90	          669.30	            NULL	          501.40
YOL013W-A	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YOL014W	          517.00	          525.70	          179.30	            NULL	            NULL	          263.00
YOL015W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YOL016C	          212.00	          128.70	          480.00	          179.50	            NULL	          228.80
YOL017W	           39.00	            NULL	            NULL	            NULL	            NULL	            NULL
YOL018C	           68.00	            NULL	            NULL	            NULL	            NULL	           89.90
YOL019W	         1101.00	          296.70	          836.10	         1532.30	         1639.70	         1750.50
YOL020W	          435.00	          162.80	          472.60	          416.90	          318.70	          595.70
YOL021C	          311.00	            NULL	          188.50	          305.70	          236.00	          208.10
YOL022C	          620.00	          169.30	          278.90	          505.10	          600.30	          493.10
YOL023W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YOL024W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YOL025W	          202.00	          160.00	            NULL	          296.20	          268.60	          229.80
YOL026C	         1290.00	          943.90	         1882.10	         2191.80	         1662.90	         1232.20
YOL027C	         1219.00	          515.50	         1000.30	         1962.50	          548.00	         1193.90
YOL028C	          233.00	            NULL	            NULL	            NULL	          355.90	          273.40
YOL029C	          575.00	          249.60	          463.40	          779.20	          684.10	          639.30
YOL030W	         7335.00	         6566.80	         7599.60	         9329.30	        11198.40	        10483.00
YOL031C	          287.00	          161.00	          420.90	          696.50	          458.30	          471.40
YOL032W	            NULL	          362.20	          854.50	          330.10	            NULL	            NULL
YOL033W	          156.00	          154.50	          360.10	          165.90	          247.70	            NULL
YOL034W	          111.00	            NULL	            NULL	            NULL	            NULL	            NULL
YOL035C	            NULL	            NULL	            NULL	          293.50	            NULL	            NULL
YOL036W	          797.00	         1048.30	         1454.10	         1670.80	         1292.80	         1168.00
YOL037C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YOL038W	         2339.00	         1661.30	         3387.60	         7596.50	         2071.50	         2928.10
YOL039W	        13618.00	        12114.90	        12379.90	        18704.50	        15586.20	        14821.20
YOL040C	        16149.00	        12777.90	         6845.10	        20509.20	        18247.90	        17614.90
YOL041C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YOL042W	          130.00	            NULL	            NULL	            NULL	            NULL	            NULL
YOL043C	          295.00	            NULL	          450.50	          202.50	            NULL	          287.90
YOL044W	          350.00	            NULL	            NULL	          303.00	            NULL	          198.70
YOL045W	          212.00	          104.60	          319.50	          317.90	            NULL	            NULL
YOL046C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YOL047C	           48.00	          147.10	            NULL	            NULL	            NULL	            NULL
YOL048C	          307.00	            NULL	         1203.20	          495.60	            NULL	          338.70
YOL049W	          732.00	          372.40	          760.40	          710.00	          352.40	          806.20
YOL050C	            NULL	            NULL	            NULL	           99.40	            NULL	            NULL
YOL051W	          495.00	          380.70	          777.00	          598.80	          687.60	          701.50
YOL052C	         1556.00	          590.30	         1016.90	          609.60	         1443.00	         1539.10
YOL053W	          145.00	            NULL	          343.50	          194.40	            NULL	          248.50
YOL054W	          266.00	          123.10	          343.50	          346.40	            NULL	          293.10
YOL055C	            NULL	          252.40	          559.30	          552.60	            NULL	          223.60
YOL056W	          466.00	          235.80	            NULL	          795.50	            NULL	          437.10
YOL057W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YOL058W	            NULL	            NULL	            NULL	            NULL	          534.00	          588.50
YOL059W	          917.00	          563.50	         1011.30	          571.60	            NULL	          343.90
YOL060C	          454.00	          700.20	         1039.00	          901.40	          353.60	          659.00
YOL061W	          977.00	          509.10	          839.70	         1364.10	         1185.80	         1186.60
YOL062C	          241.00	            NULL	            NULL	          780.60	          378.00	          551.20
YOL063C	          345.00	            NULL	          618.40	          606.90	          261.70	          390.50
YOL064C	          917.00	          454.60	          928.30	         1703.30	          915.70	         1140.00
YOL065C	          206.00	            NULL	          487.40	          284.00	            NULL	            NULL
YOL066C	          360.00	          223.80	          692.20	          661.20	          348.90	          397.80
YOL067C	            NULL	            NULL	            NULL	          184.90	          225.60	            NULL
YOL068C	         2443.00	          793.40	         1509.50	         2871.60	         1738.60	         2075.00
YOL069W	            NULL	           61.30	            NULL	           94.00	            NULL	            NULL
YOL070C	          245.00	          190.50	          262.30	          535.00	          548.00	          834.20
YOL071W	            NULL	            NULL	         1219.80	          935.30	            NULL	            NULL
YOL072W	          337.00	          238.50	          618.40	          587.90	            NULL	            NULL
YOL073C	          523.00	          687.20	         1374.80	         1414.30	          841.30	          582.30
YOL075C	           87.00	            NULL	            NULL	            NULL	            NULL	            NULL
YOL076W	          346.00	            NULL	            NULL	          231.00	            NULL	          258.80
YOL077C	         1409.00	            NULL	           77.80	          487.50	          855.20	          885.00
YOL078W	          170.00	            NULL	            NULL	            NULL	            NULL	            NULL
YOL079W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YOL080C	          532.00	            NULL	            NULL	          357.20	          394.30	          394.60
YOL081W	          319.00	           80.60	          349.00	          372.20	          215.10	          276.50
YOL082W	          576.00	          638.30	         1974.40	         1552.70	          683.00	          873.60
YOL083W	          408.00	          333.60	         1190.30	          967.90	            NULL	          733.60
YOL084W	            NULL	          283.80	         2489.10	          642.20	            NULL	            NULL
YOL085C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YOL086C	        21423.00	        15541.30	        17184.20	        21280.00	        19195.30	        17681.20
YOL087C	          193.00	            NULL	          206.90	          263.60	            NULL	          254.70
YOL088C	          405.00	          179.40	          422.80	          484.80	            NULL	          500.40
YOL089C	          475.00	          376.10	         1186.60	          818.60	          671.30	          739.80
YOL090W	           82.00	            NULL	            NULL	          210.70	            NULL	          227.80
YOL091W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YOL092W	          822.00	          273.60	          315.80	          556.70	          477.00	          562.60
YOL093W	          165.00	            NULL	            NULL	          266.30	            NULL	          208.10
YOL094C	           82.00	            NULL	            NULL	            NULL	          216.30	          242.30
YOL095C	          167.00	            NULL	            NULL	            NULL	            NULL	          287.90
YOL096C	          225.00	          143.40	          524.30	          495.60	            NULL	          273.40
YOL097C	         3340.00	         1583.80	         1568.50	         3432.10	         3845.20	         3918.10
YOL098C	         1039.00	          344.70	          642.30	         1906.90	          843.60	         1108.90
YOL099C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YOL100W	          100.00	          131.40	          472.60	          357.20	            NULL	          193.50
YOL101C	          192.00	          282.80	          188.50	            NULL	            NULL	          300.30
YOL102C	          398.00	          242.20	          308.40	            NULL	          722.50	          700.40
YOL103W	         4036.00	         1409.30	         2000.20	         4353.40	         4410.80	         4418.80
YOL104C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YOL105C	          120.00	          246.80	            NULL	          368.10	          259.30	          327.30
YOL106W	          369.00	          571.80	          644.20	          738.50	          442.10	          582.30
YOL107W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YOL108C	          294.00	            NULL	            NULL	            NULL	            NULL	            NULL
YOL109W	        10480.00	         3146.90	         2721.60	         7321.10	         6408.00	         6354.10
YOL110W	          376.00	          149.00	            NULL	            NULL	            NULL	          246.40
YOL111C	         1398.00	          522.00	         1133.10	         1240.60	         1140.40	         1155.50
YOL112W	          331.00	            NULL	            NULL	          255.50	          499.10	          358.40
YOL113W	          153.00	          165.60	          415.40	            NULL	            NULL	          216.30
YOL114C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YOL115W	          423.00	            NULL	            NULL	            NULL	            NULL	            NULL
YOL116W	          275.00	          269.00	          406.20	          313.80	            NULL	          237.10
YOL117W	          115.00	            NULL	            NULL	            NULL	            NULL	            NULL
YOL118C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YOL119C	            NULL	            NULL	            NULL	            NULL	            NULL	           86.80
YOL120C	        15053.00	         8626.70	         6666.10	        14896.90	        15347.60	        15750.00
YOL121C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YOL122C	          195.00	          163.70	          260.40	          545.80	          499.10	          582.30
YOL123W	         2967.00	         1208.90	         1848.90	         2170.10	         3113.10	         3034.90
YOL124C	          725.00	            NULL	            NULL	          676.10	          812.20	          695.30
YOL125W	          215.00	           91.70	            NULL	          309.70	          337.30	          319.00
YOL126C	         1577.00	         2229.20	         3406.10	         2923.20	         3382.00	         1759.90
YOL127W	        11387.00	         8392.20	         5505.60	        15985.20	        14093.00	        11343.40
YOL128C	          209.00	          102.80	            NULL	          297.50	          169.70	          226.70
YOL129W	         1835.00	         1308.60	         3053.70	         3852.70	         1809.60	         2310.30
YOL130W	          532.00	          365.90	          457.80	          657.10	          757.50	          752.30
YOL131W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YOL132W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YOL133W	          924.00	         1178.40	         2157.00	         2649.10	         1092.60	         1278.90
YOL134C	            NULL	            NULL	            NULL	          213.40	            NULL	            NULL
YOL135C	          511.00	          537.70	          782.60	         1217.50	          786.60	          769.90
YOL136C	          103.00	           77.90	            NULL	          225.60	          257.00	          198.70
YOL137W	            NULL	            NULL	          229.10	          164.50	            NULL	          221.50
YOL138C	          231.00	          157.30	          194.00	          410.20	          328.00	          214.30
YOL139C	         9729.00	         4750.70	         4583.20	        14358.20	        13002.40	        12109.40
YOL140W	          112.00	          239.40	            NULL	            NULL	            NULL	            NULL
YOL141W	           53.00	            NULL	            NULL	            NULL	            NULL	            NULL
YOL142W	          499.00	          263.50	          387.70	          396.60	          556.10	          565.70
YOL143C	         2436.00	         1412.00	         2526.00	         3243.50	         5031.20	         4901.80
YOL144W	          391.00	            NULL	            NULL	            NULL	            NULL	          257.80
YOL145C	            NULL	            NULL	            NULL	            NULL	            NULL	          159.30
YOL146W	          246.00	            NULL	            NULL	          247.30	          293.10	          209.10
YOL147C	         1108.00	          471.20	          847.10	          832.20	         1175.30	          874.60
YOL148C	          854.00	          313.30	          413.60	          532.30	          510.70	          753.30
YOL149W	          298.00	          174.80	            NULL	          168.60	            NULL	          256.80
YOL150C	          616.00	          678.00	          694.00	          989.60	          658.50	          713.90
